"","rt.x","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_name","browser_type","completed","interaction","windowWidth","windowHeight","stimulus","trial_condition","whiteNonwhiteRatio","incomeRatio","nNonWhiteTrial","nWhiteTrial","nNonWhiteFemale","nWhiteFemale","trial_orgname","fairness","team_work","work_in_team","distrust","rt.y","s1_earn_reward","s2_inferior","s3_group_dominate","s4_bottom_deserve","s5_group_equality","s6_group_equal_unjust","s7_act_equalize","s8_succeed_equal","b1_just_world","b2_people_deserve","b3_confident_justice","b4_compensate_injustice","b5_injust_exeception","b6_fair_decision","ethnic","age","children","economic","edu","employment","gender","gender_description","income","ladder","marital","social","followup_response","attention_check","start_response"
"287",47255,"survey-html-form",4,129996,"0.0-3.0-0.1","j8zkjwbxcj3c9rj","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""blur"",""trial"":7,""time"":222065},{""event"":""blur"",""trial"":7,""time"":222066},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""focus"",""trial"":8,""time"":298806},{""event"":""focus"",""trial"":8,""time"":298806}]",1920,1080,NA,5,5,7,10,15,8,2,"Bloom Advising","Y","Y","Y","Y",58189,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly favor","Slightly favor","Slightly favor","Neutral","Slightly favor","Somewhat favor","White","37","0","Liberal","Four year college degree","Full-time","m","NULL","$150,000 to $199,999","7","Widowed","Liberal","","1",1
"288",47129,"survey-html-form",5,177130,"0.0-3.0-0.2","j8zkjwbxcj3c9rj","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""blur"",""trial"":7,""time"":222065},{""event"":""blur"",""trial"":7,""time"":222066},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""focus"",""trial"":8,""time"":298806},{""event"":""focus"",""trial"":8,""time"":298806}]",1920,1080,NA,3,3,1,6,19,0,10,"GrowthSense","Y","Y","Y","Y",58189,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly favor","Slightly favor","Slightly favor","Neutral","Slightly favor","Somewhat favor","White","37","0","Liberal","Four year college degree","Full-time","m","NULL","$150,000 to $199,999","7","Widowed","Liberal","","1",1
"289",42700,"survey-html-form",6,219842,"0.0-3.0-0.3","j8zkjwbxcj3c9rj","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""blur"",""trial"":7,""time"":222065},{""event"":""blur"",""trial"":7,""time"":222066},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""focus"",""trial"":8,""time"":298806},{""event"":""focus"",""trial"":8,""time"":298806}]",1920,1080,NA,2,2,1,4,21,2,8,"Econo Consulting Group","N","Y","Y","N",58189,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly favor","Slightly favor","Slightly favor","Neutral","Slightly favor","Somewhat favor","White","37","0","Liberal","Four year college degree","Full-time","m","NULL","$150,000 to $199,999","7","Widowed","Liberal","","1",1
"290",49314,"survey-html-form",7,269164,"0.0-3.0-0.4","j8zkjwbxcj3c9rj","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""blur"",""trial"":3,""time"":74374},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""focus"",""trial"":3,""time"":82644},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""blur"",""trial"":4,""time"":87163},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""focus"",""trial"":4,""time"":125266},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""blur"",""trial"":5,""time"":132036},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""focus"",""trial"":5,""time"":168104},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""blur"",""trial"":6,""time"":178217},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""focus"",""trial"":6,""time"":214025},{""event"":""blur"",""trial"":7,""time"":222065},{""event"":""blur"",""trial"":7,""time"":222066},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""focus"",""trial"":7,""time"":256626},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""blur"",""trial"":8,""time"":272049},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""focus"",""trial"":8,""time"":272129},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""blur"",""trial"":8,""time"":296987},{""event"":""focus"",""trial"":8,""time"":298806},{""event"":""focus"",""trial"":8,""time"":298806}]",1920,1080,NA,1,1,1,2,23,0,10,"Square and Company","N","Y","N","N",58189,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly favor","Slightly favor","Slightly favor","Neutral","Slightly favor","Somewhat favor","White","37","0","Liberal","Four year college degree","Full-time","m","NULL","$150,000 to $199,999","7","Widowed","Liberal","","1",1
"291",84569,"survey-html-form",3,129693,"0.0-3.0-0.0","jmyr6ef31ugtweh","Firefox",102,TRUE,"[]",1216,684,NA,1,1,3,2,23,2,8,"Econo Consulting Group","Y","Y","Y","Y",161482,"Somewhat oppose","Somewhat favor","Somewhat oppose","Somewhat oppose","Somewhat oppose","Strongly oppose","Somewhat favor","Slightly oppose","Slightly oppose","Slightly favor","Slightly oppose","Slightly oppose","Neutral","Slightly favor","White","51","0","Very liberal","Some college but no degree"," Part-time","m","NULL","$20,000 to $29,999","4","Widowed","Very liberal","","1",1
"292",70260,"survey-html-form",4,199966,"0.0-3.0-0.1","jmyr6ef31ugtweh","Firefox",102,TRUE,"[]",1216,684,NA,3,3,4,6,19,3,7,"Square and Company","Y","Y","Y","Y",161482,"Somewhat oppose","Somewhat favor","Somewhat oppose","Somewhat oppose","Somewhat oppose","Strongly oppose","Somewhat favor","Slightly oppose","Slightly oppose","Slightly favor","Slightly oppose","Slightly oppose","Neutral","Slightly favor","White","51","0","Very liberal","Some college but no degree"," Part-time","m","NULL","$20,000 to $29,999","4","Widowed","Very liberal","","1",1
"293",73810,"survey-html-form",5,273785,"0.0-3.0-0.2","jmyr6ef31ugtweh","Firefox",102,TRUE,"[]",1216,684,NA,4,4,5,8,17,6,4,"GrowthSense","N","N","N","N",161482,"Somewhat oppose","Somewhat favor","Somewhat oppose","Somewhat oppose","Somewhat oppose","Strongly oppose","Somewhat favor","Slightly oppose","Slightly oppose","Slightly favor","Slightly oppose","Slightly oppose","Neutral","Slightly favor","White","51","0","Very liberal","Some college but no degree"," Part-time","m","NULL","$20,000 to $29,999","4","Widowed","Very liberal","","1",1
"294",44907,"survey-html-form",6,318704,"0.0-3.0-0.3","jmyr6ef31ugtweh","Firefox",102,TRUE,"[]",1216,684,NA,2,2,6,4,21,2,8,"Advice Alliance","N","N","N","N",161482,"Somewhat oppose","Somewhat favor","Somewhat oppose","Somewhat oppose","Somewhat oppose","Strongly oppose","Somewhat favor","Slightly oppose","Slightly oppose","Slightly favor","Slightly oppose","Slightly oppose","Neutral","Slightly favor","White","51","0","Very liberal","Some college but no degree"," Part-time","m","NULL","$20,000 to $29,999","4","Widowed","Very liberal","","1",1
"295",53636,"survey-html-form",7,372350,"0.0-3.0-0.4","jmyr6ef31ugtweh","Firefox",102,TRUE,"[]",1216,684,NA,5,5,3,10,15,2,8,"Bloom Advising","N","N","N","N",161482,"Somewhat oppose","Somewhat favor","Somewhat oppose","Somewhat oppose","Somewhat oppose","Strongly oppose","Somewhat favor","Slightly oppose","Slightly oppose","Slightly favor","Slightly oppose","Slightly oppose","Neutral","Slightly favor","White","51","0","Very liberal","Some college but no degree"," Part-time","m","NULL","$20,000 to $29,999","4","Widowed","Very liberal","","1",1
"296",69567,"survey-html-form",3,124355,"0.0-3.0-0.0","jtbtu6aqzddjz4a","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""focus"",""trial"":1,""time"":16231},{""event"":""focus"",""trial"":1,""time"":16231}]",1280,720,NA,5,5,7,10,15,7,3,"GrowthSense","N","Y","N","Y",89431,"Somewhat favor","Somewhat favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Somewhat oppose","Slightly oppose","Somewhat oppose","Neutral","Slightly oppose","Slightly favor","White","29","0","Conservative","Some college but no degree"," Part-time","m","NULL","$40,000 to $49,999","4","Widowed","Conservative","","1",1
"297",50440,"survey-html-form",4,174802,"0.0-3.0-0.1","jtbtu6aqzddjz4a","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""focus"",""trial"":1,""time"":16231},{""event"":""focus"",""trial"":1,""time"":16231}]",1280,720,NA,3,3,2,6,19,2,8,"Bloom Advising","N","Y","Y","N",89431,"Somewhat favor","Somewhat favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Somewhat oppose","Slightly oppose","Somewhat oppose","Neutral","Slightly oppose","Slightly favor","White","29","0","Conservative","Some college but no degree"," Part-time","m","NULL","$40,000 to $49,999","4","Widowed","Conservative","","1",1
"298",32730,"survey-html-form",5,207537,"0.0-3.0-0.2","jtbtu6aqzddjz4a","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""focus"",""trial"":1,""time"":16231},{""event"":""focus"",""trial"":1,""time"":16231}]",1280,720,NA,2,2,2,4,21,3,7,"Square and Company","Y","Y","Y","Y",89431,"Somewhat favor","Somewhat favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Somewhat oppose","Slightly oppose","Somewhat oppose","Neutral","Slightly oppose","Slightly favor","White","29","0","Conservative","Some college but no degree"," Part-time","m","NULL","$40,000 to $49,999","4","Widowed","Conservative","","1",1
"299",50946,"survey-html-form",6,258487,"0.0-3.0-0.3","jtbtu6aqzddjz4a","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""focus"",""trial"":1,""time"":16231},{""event"":""focus"",""trial"":1,""time"":16231}]",1280,720,NA,4,4,7,8,17,8,2,"Econo Consulting Group","N","Y","N","Y",89431,"Somewhat favor","Somewhat favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Somewhat oppose","Slightly oppose","Somewhat oppose","Neutral","Slightly oppose","Slightly favor","White","29","0","Conservative","Some college but no degree"," Part-time","m","NULL","$40,000 to $49,999","4","Widowed","Conservative","","1",1
"300",37752,"survey-html-form",7,296244,"0.0-3.0-0.4","jtbtu6aqzddjz4a","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""blur"",""trial"":1,""time"":10634},{""event"":""focus"",""trial"":1,""time"":16231},{""event"":""focus"",""trial"":1,""time"":16231}]",1280,720,NA,1,1,4,2,23,1,9,"Advice Alliance","Y","Y","Y","N",89431,"Somewhat favor","Somewhat favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Somewhat oppose","Slightly oppose","Somewhat oppose","Neutral","Slightly oppose","Slightly favor","White","29","0","Conservative","Some college but no degree"," Part-time","m","NULL","$40,000 to $49,999","4","Widowed","Conservative","","1",1
"301",86398,"survey-html-form",3,104965,"0.0-3.0-0.0","l1x06gz9z8xqbuo","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""focus"",""trial"":8,""time"":327359},{""event"":""focus"",""trial"":8,""time"":327359}]",1920,1080,NA,4,4,4,8,17,8,2,"Econo Consulting Group","Y","Y","N","N",68534,"Slightly favor","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly oppose","Somewhat oppose","Slightly oppose","Slightly oppose","Neutral","Somewhat favor","Asian","18","0","Liberal","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","5","Widowed","Liberal","","1",1
"302",37201,"survey-html-form",4,142169,"0.0-3.0-0.1","l1x06gz9z8xqbuo","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""focus"",""trial"":8,""time"":327359},{""event"":""focus"",""trial"":8,""time"":327359}]",1920,1080,NA,1,1,5,2,23,1,9,"Square and Company","N","Y","N","N",68534,"Slightly favor","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly oppose","Somewhat oppose","Slightly oppose","Slightly oppose","Neutral","Somewhat favor","Asian","18","0","Liberal","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","5","Widowed","Liberal","","1",1
"303",32968,"survey-html-form",5,175139,"0.0-3.0-0.2","l1x06gz9z8xqbuo","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""focus"",""trial"":8,""time"":327359},{""event"":""focus"",""trial"":8,""time"":327359}]",1920,1080,NA,3,3,4,6,19,0,10,"Advice Alliance","N","N","N","N",68534,"Slightly favor","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly oppose","Somewhat oppose","Slightly oppose","Slightly oppose","Neutral","Somewhat favor","Asian","18","0","Liberal","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","5","Widowed","Liberal","","1",1
"304",63581,"survey-html-form",6,238722,"0.0-3.0-0.3","l1x06gz9z8xqbuo","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""focus"",""trial"":8,""time"":327359},{""event"":""focus"",""trial"":8,""time"":327359}]",1920,1080,NA,5,5,2,10,15,9,1,"Bloom Advising","Y","Y","N","N",68534,"Slightly favor","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly oppose","Somewhat oppose","Slightly oppose","Slightly oppose","Neutral","Somewhat favor","Asian","18","0","Liberal","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","5","Widowed","Liberal","","1",1
"305",40353,"survey-html-form",7,279077,"0.0-3.0-0.4","l1x06gz9z8xqbuo","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""blur"",""trial"":1,""time"":4096},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""focus"",""trial"":1,""time"":5718},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""blur"",""trial"":7,""time"":244629},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""focus"",""trial"":7,""time"":245612},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""blur"",""trial"":8,""time"":323445},{""event"":""focus"",""trial"":8,""time"":327359},{""event"":""focus"",""trial"":8,""time"":327359}]",1920,1080,NA,2,2,7,4,21,2,8,"GrowthSense","Y","Y","N","N",68534,"Slightly favor","Strongly favor","Strongly oppose","Strongly oppose","Strongly favor","Strongly favor","Strongly oppose","Strongly oppose","Slightly oppose","Somewhat oppose","Slightly oppose","Slightly oppose","Neutral","Somewhat favor","Asian","18","0","Liberal","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","5","Widowed","Liberal","","1",1
"306",74715,"survey-html-form",3,120207,"0.0-3.0-0.0","l5ev1oqaumm6ovy","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":12684},{""event"":""blur"",""trial"":1,""time"":12684},{""event"":""focus"",""trial"":1,""time"":14355},{""event"":""focus"",""trial"":1,""time"":14355},{""event"":""blur"",""trial"":6,""time"":240909},{""event"":""blur"",""trial"":6,""time"":240909},{""event"":""focus"",""trial"":6,""time"":245627},{""event"":""focus"",""trial"":6,""time"":245627},{""event"":""blur"",""trial"":6,""time"":258984},{""event"":""blur"",""trial"":6,""time"":258984},{""event"":""focus"",""trial"":6,""time"":262964},{""event"":""focus"",""trial"":6,""time"":262964},{""event"":""blur"",""trial"":7,""time"":283008},{""event"":""blur"",""trial"":7,""time"":283008},{""event"":""focus"",""trial"":7,""time"":317822},{""event"":""focus"",""trial"":7,""time"":317822},{""event"":""blur"",""trial"":7,""time"":318583},{""event"":""blur"",""trial"":7,""time"":318583},{""event"":""focus"",""trial"":7,""time"":320784},{""event"":""focus"",""trial"":7,""time"":320785},{""event"":""blur"",""trial"":8,""time"":324717},{""event"":""blur"",""trial"":8,""time"":324717},{""event"":""focus"",""trial"":8,""time"":373222},{""event"":""focus"",""trial"":8,""time"":373222},{""event"":""blur"",""trial"":8,""time"":412958},{""event"":""blur"",""trial"":8,""time"":412958},{""event"":""focus"",""trial"":8,""time"":420740},{""event"":""focus"",""trial"":8,""time"":420740},{""event"":""blur"",""trial"":8,""time"":511727},{""event"":""blur"",""trial"":8,""time"":511727},{""event"":""focus"",""trial"":8,""time"":530046},{""event"":""focus"",""trial"":8,""time"":530046}]",1920,1080,NA,2,2,3,4,21,3,7,"Square and Company","Y","Y","Y","Y",220997,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Neutral","Strongly favor","Strongly oppose","Somewhat oppose","Somewhat favor","Neutral","Slightly oppose","Somewhat favor","Neutral","Slightly favor","list(value = c(""White"", ""NH-PI"", ""AI-AN""))","19","0","Very conservative","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","6","Widowed","Very conservative","","1",1
"307",69335,"survey-html-form",4,189544,"0.0-3.0-0.1","l5ev1oqaumm6ovy","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":12684},{""event"":""blur"",""trial"":1,""time"":12684},{""event"":""focus"",""trial"":1,""time"":14355},{""event"":""focus"",""trial"":1,""time"":14355},{""event"":""blur"",""trial"":6,""time"":240909},{""event"":""blur"",""trial"":6,""time"":240909},{""event"":""focus"",""trial"":6,""time"":245627},{""event"":""focus"",""trial"":6,""time"":245627},{""event"":""blur"",""trial"":6,""time"":258984},{""event"":""blur"",""trial"":6,""time"":258984},{""event"":""focus"",""trial"":6,""time"":262964},{""event"":""focus"",""trial"":6,""time"":262964},{""event"":""blur"",""trial"":7,""time"":283008},{""event"":""blur"",""trial"":7,""time"":283008},{""event"":""focus"",""trial"":7,""time"":317822},{""event"":""focus"",""trial"":7,""time"":317822},{""event"":""blur"",""trial"":7,""time"":318583},{""event"":""blur"",""trial"":7,""time"":318583},{""event"":""focus"",""trial"":7,""time"":320784},{""event"":""focus"",""trial"":7,""time"":320785},{""event"":""blur"",""trial"":8,""time"":324717},{""event"":""blur"",""trial"":8,""time"":324717},{""event"":""focus"",""trial"":8,""time"":373222},{""event"":""focus"",""trial"":8,""time"":373222},{""event"":""blur"",""trial"":8,""time"":412958},{""event"":""blur"",""trial"":8,""time"":412958},{""event"":""focus"",""trial"":8,""time"":420740},{""event"":""focus"",""trial"":8,""time"":420740},{""event"":""blur"",""trial"":8,""time"":511727},{""event"":""blur"",""trial"":8,""time"":511727},{""event"":""focus"",""trial"":8,""time"":530046},{""event"":""focus"",""trial"":8,""time"":530046}]",1920,1080,NA,4,4,6,8,17,5,5,"Econo Consulting Group","Y","Y","Y","Y",220997,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Neutral","Strongly favor","Strongly oppose","Somewhat oppose","Somewhat favor","Neutral","Slightly oppose","Somewhat favor","Neutral","Slightly favor","list(value = c(""White"", ""NH-PI"", ""AI-AN""))","19","0","Very conservative","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","6","Widowed","Very conservative","","1",1
"308",42388,"survey-html-form",5,231935,"0.0-3.0-0.2","l5ev1oqaumm6ovy","Chrome",103,TRUE,"[{""event"":""blur"",""trial"":1,""time"":12684},{""event"":""blur"",""trial"":1,""time"":12684},{""event"":""focus"",""trial"":1,""time"":14355},{""event"":""focus"",""trial"":1,""time"":14355},{""event"":""blur"",""trial"":6,""time"":240909},{""event"":""blur"",""trial"":6,""time"":240909},{""event"":""focus"",""trial"":6,""time"":245627},{""event"":""focus"",""trial"":6,""time"":245627},{""event"":""blur"",""trial"":6,""time"":258984},{""event"":""blur"",""trial"":6,""time"":258984},{""event"":""focus"",""trial"":6,""time"":262964},{""event"":""focus"",""trial"":6,""time"":262964},{""event"":""blur"",""trial"":7,""time"":283008},{""event"":""blur"",""trial"":7,""time"":283008},{""event"":""focus"",""trial"":7,""time"":317822},{""event"":""focus"",""trial"":7,""time"":317822},{""event"":""blur"",""trial"":7,""time"":318583},{""event"":""blur"",""trial"":7,""time"":318583},{""event"":""focus"",""trial"":7,""time"":320784},{""event"":""focus"",""trial"":7,""time"":320785},{""event"":""blur"",""trial"":8,""time"":324717},{""event"":""blur"",""trial"":8,""time"":324717},{""event"":""focus"",""trial"":8,""time"":373222},{""event"":""focus"",""trial"":8,""time"":373222},{""event"":""blur"",""trial"":8,""time"":412958},{""event"":""blur"",""trial"":8,""time"":412958},{""event"":""focus"",""trial"":8,""time"":420740},{""event"":""focus"",""trial"":8,""time"":420740},{""event"":""blur"",""trial"":8,""time"":511727},{""event"":""blur"",""trial"":8,""time"":511727},{""event"":""focus"",""trial"":8,""time"":530046},{""event"":""focus"",""trial"":8,""time"":530046}]",1920,1080,NA,5,5,4,10,15,8,2,"Bloom Advising","Y","Y","N","Y",220997,"Slightly oppose","Strongly favor","Strongly oppose","Strongly oppose","Neutral","Strongly favor","Strongly oppose","Somewhat oppose","Somewhat favor","Neutral","Slightly oppose","Somewhat favor","Neutral","Slightly favor","list(value = c(""White"", ""NH-PI"", ""AI-AN""))","19","0","Very conservative","Two year college degree","Prefer not to answer","m","NULL","$200,000 or more","6","Widowed","Very conservative","","1",1
